url,university,programme,slug,title-cased-name-emitted
"/universities/shoolini-university-online/mba/marketing","shoolini-university-online","MBA","marketing","Marketing"
"/universities/shoolini-university-online/mba/operation-supply-chain-management","shoolini-university-online","MBA","operation-supply-chain-management","Operation Supply Chain Management"
"/universities/shoolini-university-online/mba/pharma-health-care-management","shoolini-university-online","MBA","pharma-health-care-management","Pharma Health Care Management"
"/universities/shoolini-university-online/mba/retail","shoolini-university-online","MBA","retail","Retail"
"/universities/shoolini-university-online/mca/ai-specialization","shoolini-university-online","MCA","ai-specialization","Ai Specialization"
"/universities/shoolini-university-online/mca/full-stack","shoolini-university-online","MCA","full-stack","Full Stack"
"/universities/subharti-university-online/mba/finance","subharti-university-online","MBA","finance","Finance"
"/universities/subharti-university-online/mba/hr-management","subharti-university-online","MBA","hr-management","Hr Management"
"/universities/subharti-university-online/mba/marketing","subharti-university-online","MBA","marketing","Marketing"
"/universities/teerthanker-mahaveer-university-online/mba/hr-management","teerthanker-mahaveer-university-online","MBA","hr-management","Hr Management"
"/universities/university-of-lucknow-online/mba/hr-management","university-of-lucknow-online","MBA","hr-management","Hr Management"
"/universities/university-of-madras-online/mba/hr-management","university-of-madras-online","MBA","hr-management","Hr Management"
"/universities/university-of-mysore-online/mba/data-science-and-business-analytics","university-of-mysore-online","MBA","data-science-and-business-analytics","Data Science And Business Analytics"
"/universities/university-of-mysore-online/mba/hr-management","university-of-mysore-online","MBA","hr-management","Hr Management"
"/universities/upes-online/bba/finance","upes-online","BBA","finance","Finance"
"/universities/upes-online/mba/hr-management","upes-online","MBA","hr-management","Hr Management"
"/universities/upes-online/mba/marketing","upes-online","MBA","marketing","Marketing"
"/universities/upes-online/mba/operations","upes-online","MBA","operations","Operations"
"/universities/upes-online/mba/supply-chain-management","upes-online","MBA","supply-chain-management","Supply Chain Management"
"/universities/upes-online/mca/cyber-security-and-forensics","upes-online","MCA","cyber-security-and-forensics","Cyber Security And Forensics"
"/universities/upes-online/mca/cyber-security-forensics","upes-online","MCA","cyber-security-forensics","Cyber Security Forensics"
"/universities/uttaranchal-university-online/bca/iot","uttaranchal-university-online","BCA","iot","Iot"
"/universities/vels-university-online/mba/hr-management","vels-university-online","MBA","hr-management","Hr Management"
"/universities/vels-university-online/mba/marketing","vels-university-online","MBA","marketing","Marketing"
"/universities/vels-university-online/mba/production-management","vels-university-online","MBA","production-management","Production Management"
"/universities/vels-university-online/mba/systems-management","vels-university-online","MBA","systems-management","Systems Management"
"/universities/vignan-university-online/mca/computer-science-and-it","vignan-university-online","MCA","computer-science-and-it","Computer Science And It"
"/universities/vignan-university-online/mca/computer-science-it","vignan-university-online","MCA","computer-science-it","Computer Science It"
"/universities/vit-university-online/mca/artificial-intelligence","vit-university-online","MCA","artificial-intelligence","Artificial Intelligence"
"/universities/vit-university-online/mca/big-data-analytics","vit-university-online","MCA","big-data-analytics","Big Data Analytics"
"/universities/vit-university-online/mca/blockchain-technologies","vit-university-online","MCA","blockchain-technologies","Blockchain Technologies"
"/universities/vit-university-online/mca/computer-architecture","vit-university-online","MCA","computer-architecture","Computer Architecture"
"/universities/vit-university-online/mca/cyber-forensics","vit-university-online","MCA","cyber-forensics","Cyber Forensics"
"/universities/vit-university-online/mca/cyber-security","vit-university-online","MCA","cyber-security","Cyber Security"
