university,programme,spec_slug,currently_emitted_name,verified_name,page_url
"uttaranchal-university-online","BCA","iot","Iot","","https://edifyedu.in/universities/uttaranchal-university-online/bca/iot"
"vels-university-online","MBA","hr-management","HR Management","","https://edifyedu.in/universities/vels-university-online/mba/hr-management"
"vels-university-online","MBA","marketing","Marketing","","https://edifyedu.in/universities/vels-university-online/mba/marketing"
"vels-university-online","MBA","production-management","Production Management","","https://edifyedu.in/universities/vels-university-online/mba/production-management"
"vels-university-online","MBA","systems-management","Systems Management","","https://edifyedu.in/universities/vels-university-online/mba/systems-management"
"vignan-university-online","MCA","computer-science-and-it","Computer Science And IT","","https://edifyedu.in/universities/vignan-university-online/mca/computer-science-and-it"
"vignan-university-online","MCA","computer-science-it","Computer Science IT","","https://edifyedu.in/universities/vignan-university-online/mca/computer-science-it"
"vit-university-online","MCA","artificial-intelligence","Artificial Intelligence","","https://edifyedu.in/universities/vit-university-online/mca/artificial-intelligence"
"vit-university-online","MCA","big-data-analytics","Big Data Analytics","","https://edifyedu.in/universities/vit-university-online/mca/big-data-analytics"
"vit-university-online","MCA","blockchain-technologies","Blockchain Technologies","","https://edifyedu.in/universities/vit-university-online/mca/blockchain-technologies"
"vit-university-online","MCA","computer-architecture","Computer Architecture","","https://edifyedu.in/universities/vit-university-online/mca/computer-architecture"
"vit-university-online","MCA","cyber-forensics","Cyber Forensics","","https://edifyedu.in/universities/vit-university-online/mca/cyber-forensics"
"vit-university-online","MCA","cyber-security","Cyber Security","","https://edifyedu.in/universities/vit-university-online/mca/cyber-security"
"vit-university-online","MCA","data-mining-techniques","Data Mining Techniques","","https://edifyedu.in/universities/vit-university-online/mca/data-mining-techniques"
"vit-university-online","MCA","machine-learning","Machine Learning","","https://edifyedu.in/universities/vit-university-online/mca/machine-learning"
"vit-university-online","MCA","mobile-application-development","Mobile Application Development","","https://edifyedu.in/universities/vit-university-online/mca/mobile-application-development"
"vit-university-online","MCA","software-quality-assurance-and-reliability","Software Quality Assurance And Reliability","","https://edifyedu.in/universities/vit-university-online/mca/software-quality-assurance-and-reliability"
"vit-university-online","MCA","virtual-and-augmented-reality","Virtual And Augmented Reality","","https://edifyedu.in/universities/vit-university-online/mca/virtual-and-augmented-reality"
"vivekananda-global-university-online","BBA","fintech","Fintech","","https://edifyedu.in/universities/vivekananda-global-university-online/bba/fintech"
"vivekananda-global-university-online","BCA","ux-data-science-ctis-cloud-tech-info-security","UX Data Science Ctis Cloud Tech Info Security","","https://edifyedu.in/universities/vivekananda-global-university-online/bca/ux-data-science-ctis-cloud-tech-info-security"
"vivekananda-global-university-online","MBA","hr-management","HR Management","","https://edifyedu.in/universities/vivekananda-global-university-online/mba/hr-management"
"vtu-online","MBA","finance","Finance","","https://edifyedu.in/universities/vtu-online/mba/finance"
"vtu-online","MBA","hr-management","HR Management","","https://edifyedu.in/universities/vtu-online/mba/hr-management"
"vtu-online","MBA","marketing","Marketing","","https://edifyedu.in/universities/vtu-online/mba/marketing"
"vtu-online","MCA","general-it-software-development","General IT Software Development","","https://edifyedu.in/universities/vtu-online/mca/general-it-software-development"
